pl_name,hostname,default_flag,discoverymethod,disc_year,soltype,pl_orbper,pl_rade,sy_refname,rastr,ra,decstr,dec,sy_dist
55 Cnc e,55 Cnc,1,Radial Velocity,2004,Published Confirmed,0.73654740,1.875,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000
BD+20 594 b,BD+20 594,1,Transit,2016,Published Confirmed,41.68550000,2.578,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.4610000
BD-14 3065 b,BD-14 3065 A,1,Transit,2024,Published Confirmed,4.28897310,21.590,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.4230000
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,Imaging,2021,Published Confirmed,8040000.00000000,20.849,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h27m44.23s,246.9342770,-23d58m52.14s,-23.9811500,
COCONUTS-2 b,COCONUTS-2 A,1,Imaging,2021,Published Confirmed,402000000.00000000,12.442,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960,10.8864000
CoRoT-1 b,CoRoT-1,1,Transit,2008,Published Confirmed,1.50895570,16.700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.9090000
CoRoT-10 b,CoRoT-10,1,Transit,2010,Published Confirmed,13.24060000,10.870,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000
CoRoT-11 b,CoRoT-11,1,Transit,2010,Published Confirmed,2.99433000,16.030,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000
CoRoT-12 b,CoRoT-12,1,Transit,2010,Published Confirmed,2.82804200,16.140,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000
CoRoT-13 b,CoRoT-13,1,Transit,2010,Published Confirmed,4.03519000,9.920,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000
CoRoT-14 b,CoRoT-14,1,Transit,2010,Published Confirmed,1.51214000,12.220,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000
CoRoT-16 b,CoRoT-16,1,Transit,2011,Published Confirmed,5.35227000,13.110,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.4090000
CoRoT-17 b,CoRoT-17,1,Transit,2011,Published Confirmed,3.76810000,11.430,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000
CoRoT-18 b,CoRoT-18,1,Transit,2011,Published Confirmed,1.90006930,14.680,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000
CoRoT-19 b,CoRoT-19,1,Transit,2011,Published Confirmed,3.89713000,14.460,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000
CoRoT-2 b,CoRoT-2,1,Transit,2008,Published Confirmed,1.74299350,16.432,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-21 b,CoRoT-21,1,Transit,2012,Published Confirmed,2.72474000,14.572,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,
CoRoT-22 b,CoRoT-22,1,Transit,2014,Published Confirmed,9.75598000,4.880,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000
CoRoT-23 b,CoRoT-23,1,Transit,2011,Published Confirmed,3.63130000,11.770,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000
CoRoT-24 b,CoRoT-24,1,Transit,2014,Published Confirmed,5.11340000,3.700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000
CoRoT-24 c,CoRoT-24,1,Transit,2014,Published Confirmed,11.75900000,5.000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000
CoRoT-25 b,CoRoT-25,1,Transit,2013,Published Confirmed,4.86069000,12.110,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000
CoRoT-26 b,CoRoT-26,1,Transit,2013,Published Confirmed,4.20474000,14.120,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000
CoRoT-27 b,CoRoT-27,1,Transit,2014,Published Confirmed,3.57532000,11.287,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000
CoRoT-28 b,CoRoT-28,1,Transit,2015,Published Confirmed,5.20851000,10.705,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000
CoRoT-29 b,CoRoT-29,1,Transit,2015,Published Confirmed,2.85057000,10.088,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000
CoRoT-3 b,CoRoT-3,1,Transit,2008,Published Confirmed,4.25680000,11.320,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000
CoRoT-30 b,CoRoT-30,1,Transit,2020,Published Confirmed,9.06005000,11.310,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000
CoRoT-31 b,CoRoT-31,1,Transit,2020,Published Confirmed,4.62941000,16.365,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000
CoRoT-35 b,CoRoT-35,1,Transit,2022,Published Confirmed,3.22748000,18.831,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.2100000
CoRoT-36 b,CoRoT-36,1,Transit,2022,Published Confirmed,5.61653100,15.805,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.9580000
CoRoT-4 b,CoRoT-4,1,Transit,2008,Published Confirmed,9.20205000,13.340,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000
CoRoT-5 b,CoRoT-5,1,Transit,2009,Published Confirmed,4.03789620,15.558,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000
CoRoT-6 b,CoRoT-6,1,Transit,2009,Published Confirmed,8.88659300,13.068,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000
CoRoT-7 b,CoRoT-7,1,Transit,2009,Published Confirmed,0.85359163,1.681,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-8 b,CoRoT-8,1,Transit,2010,Published Confirmed,6.21229000,6.390,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000
CoRoT-9 b,CoRoT-9,1,Transit,2009,Published Confirmed,95.27265600,11.949,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000
CoRoTID 223977153 b,CoRoTID 223977153,1,Transit,2017,Published Confirmed,6.71837000,6.389,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000
DS Tuc A b,DS Tuc A,1,Transit,2019,Published Confirmed,8.13826800,5.700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000
EPIC 201170410.02,EPIC 201170410,1,Transit,2020,Published Confirmed,6.79870000,1.047,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,
EPIC 201238110 b,EPIC 201238110,1,Transit,2019,Published Confirmed,28.16560000,1.870,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000
EPIC 201427007 b,EPIC 201427007,1,Transit,2021,Published Confirmed,0.72091000,1.500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.3910000
EPIC 201497682 b,EPIC 201497682,1,Transit,2019,Published Confirmed,2.13174000,0.692,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.0260000
EPIC 201595106 b,EPIC 201595106,1,Transit,2021,Published Confirmed,0.87721400,1.300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1000000
EPIC 201757695.02,EPIC 201757695,1,Transit,2020,Published Confirmed,2.04780000,0.908,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,
EPIC 201841433 b,EPIC 201841433,1,Transit,2019,Published Confirmed,4.16980000,1.040,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000
EPIC 206024342 c,EPIC 206024342,1,Transit,2021,Published Confirmed,0.91172400,1.400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000
EPIC 206024342 b,EPIC 206024342,1,Transit,2019,Published Confirmed,4.50756000,1.700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000
EPIC 206024342 d,EPIC 206024342,1,Transit,2021,Published Confirmed,14.64753100,2.600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000
EPIC 206032309 b,EPIC 206032309,1,Transit,2019,Published Confirmed,2.87814000,1.010,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.3650000
EPIC 206042996 c,EPIC 206042996,1,Transit,2021,Published Confirmed,0.35488400,1.200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000
EPIC 206042996 b,EPIC 206042996,1,Transit,2019,Published Confirmed,5.29860000,1.700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000
EPIC 206215704 b,EPIC 206215704,1,Transit,2019,Published Confirmed,2.25543600,1.000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.8880000
EPIC 206317286 b,EPIC 206317286,1,Transit,2019,Published Confirmed,1.58252000,0.960,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000
EPIC 206317286 c,EPIC 206317286,1,Transit,2022,Published Confirmed,17.51547200,2.094,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000
EPIC 211822797 b,EPIC 211822797,1,Transit,2016,Published Confirmed,21.17019630,1.920,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000
EPIC 211945201 b,EPIC 211945201,1,Transit,2018,Published Confirmed,19.49221000,5.760,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000
EPIC 212297394 b,EPIC 212297394,1,Transit,2019,Published Confirmed,2.28936300,1.480,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000
EPIC 212297394 c,EPIC 212297394,1,Transit,2016,Published Confirmed,5.21396500,2.270,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000
EPIC 212424622 b,EPIC 212424622,1,Transit,2019,Published Confirmed,18.09830000,2.170,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.8040000
EPIC 212499991 b,EPIC 212499991,1,Transit,2019,Published Confirmed,34.88500000,1.600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749,283.2900000
EPIC 212587672 b,EPIC 212587672,1,Transit,2019,Published Confirmed,15.28078000,1.260,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212587672 c,EPIC 212587672,1,Transit,2016,Published Confirmed,23.22855500,2.320,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000
EPIC 212624936 b,EPIC 212624936,1,Transit,2021,Published Confirmed,0.57865700,1.200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000
EPIC 212624936 c,EPIC 212624936,1,Transit,2021,Published Confirmed,11.81143700,2.300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000
EPIC 212737443 b,EPIC 212737443,1,Transit,2019,Published Confirmed,13.60300000,2.586,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000
EPIC 212737443 c,EPIC 212737443,1,Transit,2019,Published Confirmed,65.55000000,2.690,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000
EPIC 220492298 b,EPIC 220492298,1,Transit,2021,Published Confirmed,0.76240600,0.990,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m02.76s,16.7615005,+06d35m19.67s,6.5887980,624.5120000
EPIC 220674823 b,EPIC 220674823,1,Transit,2016,Published Confirmed,0.57129200,1.725,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 220674823 c,EPIC 220674823,1,Transit,2016,Published Confirmed,13.33970000,2.836,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000
EPIC 228836835 b,EPIC 228836835,1,Transit,2021,Published Confirmed,0.72811300,1.100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247,150.1240000
EPIC 229004835 b,EPIC 229004835,1,Transit,2023,Published Confirmed,16.14113200,2.332,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214,121.9710000
EPIC 246851721 b,EPIC 246851721,1,Transit,2018,Published Confirmed,6.18023500,11.781,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,372.6320000
EPIC 248847494 b,EPIC 248847494,1,Transit,2018,Published Confirmed,3650.00000000,12.442,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484,551.8860000
EPIC 249893012 b,EPIC 249893012,1,Transit,2020,Published Confirmed,3.59510000,1.950,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000
EPIC 249893012 c,EPIC 249893012,1,Transit,2020,Published Confirmed,15.62400000,3.670,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000
EPIC 249893012 d,EPIC 249893012,1,Transit,2020,Published Confirmed,35.74700000,3.940,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000
G 9-40 b,G 9-40,1,Transit,2019,Published Confirmed,5.74600700,2.025,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276000
GJ 1132 b,GJ 1132,1,Transit,2015,Published Confirmed,1.62892911,1.192,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000
GJ 1214 b,GJ 1214,1,Transit,2009,Published Confirmed,1.58040453,2.733,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427000
GJ 1252 b,GJ 1252,1,Transit,2020,Published Confirmed,0.51823310,1.193,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.3730000
HD 21749 c,GJ 143,1,Transit,2019,Published Confirmed,7.78993000,0.892,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000
GJ 143 b,GJ 143,1,Transit,2019,Published Confirmed,35.61253000,2.610,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000
GJ 238 b,GJ 238,1,Transit,2024,Published Confirmed,1.74469990,0.566,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m49.17s,98.4548810,-58d31m30.11s,-58.5250316,15.2142000
GJ 3090 b,GJ 3090,1,Transit,2022,Published Confirmed,2.85310540,2.130,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,22.4751000
GJ 3470 b,GJ 3470,1,Radial Velocity,2012,Published Confirmed,3.33664960,4.570,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090,29.4214000
GJ 3473 b,GJ 3473,1,Transit,2020,Published Confirmed,1.19800350,1.264,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644000
GJ 357 b,GJ 357,1,Transit,2019,Published Confirmed,3.93060000,1.200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100
GJ 367 b,GJ 367,1,Transit,2021,Published Confirmed,0.32192250,0.699,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.4126300
GJ 3929 b,GJ 3929,1,Transit,2022,Published Confirmed,2.61623500,1.090,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000
