pl_name,hostname,default_flag,discoverymethod,disc_year,soltype,pl_orbper,pl_rade,sy_refname,rastr,ra,decstr,dec,sy_dist
K2-7 b,K2-7,1,Transit,2015,Published Confirmed,28.67992000,2.670,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h08m22.50s,167.0937488,-01d03m57.08s,-1.0658550,738.5530000
K2-70 b,K2-70,1,Transit,2016,Published Confirmed,13.97896000,2.890,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m54.22s,338.4759328,-10d05m05.97s,-10.0849917,232.9640000
K2-71 b,K2-71,1,Transit,2016,Published Confirmed,6.98541000,2.150,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h46m53.97s,341.7248656,-09d52m53.80s,-9.8816109,153.1920000
K2-72 d,K2-72,1,Transit,2016,Published Confirmed,7.76017800,1.010,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,66.4321000
K2-72 b,K2-72,1,Transit,2016,Published Confirmed,5.57721200,1.080,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,66.4321000
K2-72 c,K2-72,1,Transit,2016,Published Confirmed,15.18903400,1.160,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,66.4321000
K2-72 e,K2-72,1,Transit,2016,Published Confirmed,24.15886800,1.290,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,66.4321000
K2-73 b,K2-73,1,Transit,2016,Published Confirmed,7.49543000,2.450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m06.16s,335.0256620,-09d03m21.92s,-9.0560881,269.1830000
K2-74 b,K2-74,1,Transit,2016,Published Confirmed,19.56660000,2.310,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697,377.8220000
K2-75 b,K2-75,1,Transit,2016,Published Confirmed,7.81420000,2.670,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.9300000
K2-75 c,K2-75,1,Transit,2016,Published Confirmed,18.31100000,2.770,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,561.9300000
K2-77 b,K2-77,1,Transit,2016,Published Confirmed,8.19979600,2.300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480,141.7310000
K2-79 b,K2-79,1,Transit,2016,Published Confirmed,10.99470000,4.090,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871,256.0110000
K2-8 c,K2-8,1,Transit,2016,Published Confirmed,5.06416000,2.410,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.5130000
K2-8 b,K2-8,1,Transit,2015,Published Confirmed,10.35239000,3.580,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.5130000
K2-80 c,K2-80,1,Transit,2016,Published Confirmed,5.60500000,1.470,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.8020000
K2-80 b,K2-80,1,Transit,2016,Published Confirmed,19.09180000,2.010,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.8020000
K2-80 d,K2-80,1,Transit,2018,Published Confirmed,28.86725300,2.552,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.8020000
K2-81 b,K2-81,1,Transit,2016,Published Confirmed,6.10232500,1.970,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h49m56.51s,57.4854562,+14d30m07.40s,14.5020556,252.3180000
K2-83 b,K2-83,1,Transit,2016,Published Confirmed,2.74697000,1.244,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994,125.5290000
K2-83 c,K2-83,1,Transit,2016,Published Confirmed,9.99767000,1.483,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994,125.5290000
K2-84 c,K2-84,1,Transit,2016,Published Confirmed,27.86000000,2.030,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h43m14.25s,55.8093566,+16d38m03.98s,16.6344396,284.8760000
K2-84 b,K2-84,1,Transit,2016,Published Confirmed,6.42150000,2.410,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h43m14.25s,55.8093566,+16d38m03.98s,16.6344396,284.8760000
K2-85 b,K2-85,1,Transit,2016,Published Confirmed,0.68455900,1.200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h57m51.56s,59.4648290,+18d27m53.82s,18.4649505,97.2179000
K2-86 b,K2-86,1,Transit,2016,Published Confirmed,8.77683000,1.960,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h26m12.75s,51.5531053,+18d38m08.06s,18.6355718,258.6990000
K2-87 b,K2-87,1,Transit,2016,Published Confirmed,9.72661800,7.600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h24m56.73s,66.2363638,+18d49m38.50s,18.8273617,491.2420000
K2-88 b,K2-88,1,Transit,2016,Published Confirmed,4.61220000,1.230,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m00.35s,54.7514566,+19d07m11.88s,19.1199667,110.5610000
K2-89 b,K2-89,1,Transit,2016,Published Confirmed,1.09602600,0.615,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h48m16.11s,57.0671234,+20d27m34.16s,20.4594885,86.0386000
K2-9 b,K2-9,1,Transit,2015,Published Confirmed,18.44980000,2.250,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m03.29s,176.2637240,+00d00m19.47s,0.0054085,82.9631000
K2-90 c,K2-90,1,Transit,2016,Published Confirmed,2.90070600,1.300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517,134.1880000
K2-90 b,K2-90,1,Transit,2016,Published Confirmed,13.73331400,2.600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517,134.1880000
K2-91 b,K2-91,1,Transit,2016,Published Confirmed,1.41954900,1.100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h12m52.38s,63.2182348,+24d12m17.00s,24.2047218,62.5785000
K2-95 b,K2-95,1,Transit,2016,Published Confirmed,10.13464540,3.310,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m27.02s,129.3625717,+18d58m35.83s,18.9766197,179.8540000
K2-97 b,K2-97,1,Transit,2016,Published Confirmed,8.40672600,10.610,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m03.08s,127.7628370,+10d50m51.21s,10.8475571,878.4300000
K2-98 b,K2-98,1,Transit,2016,Published Confirmed,10.13644800,5.200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m57.17s,126.4882114,+11d30m39.94s,11.5110933,518.6250000
K2-99 b,K2-99,1,Transit,2016,Published Confirmed,18.25198500,11.730,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m05.70s,208.7737624,-05d26m32.98s,-5.4424943,519.2290000
KELT-1 b,KELT-1,1,Transit,2012,Published Confirmed,1.21751400,12.442,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h01m26.90s,0.3620995,+39d23m01.66s,39.3837953,268.4300000
KELT-10 b,KELT-10,1,Transit,2016,Published Confirmed,4.16627390,15.681,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m11.61s,284.5483823,-47d00m11.91s,-47.0033072,188.4040000
KELT-11 b,KELT-11,1,Transit,2017,Published Confirmed,4.73610000,15.132,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h46m49.66s,161.7069053,-09d23m57.71s,-9.3993646,99.1596000
KELT-12 b,KELT-12,1,Transit,2017,Published Confirmed,5.03162300,19.952,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h50m33.72s,267.6404906,+36d34m12.63s,36.5701761,368.0300000
KELT-14 b,KELT-14,1,Transit,2016,Published Confirmed,1.71005660,19.537,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h13m12.34s,108.3014090,-42d24m35.14s,-42.4097623,250.1210000
KELT-15 b,KELT-15,1,Transit,2016,Published Confirmed,3.32944000,19.504,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m39.59s,117.4149764,-52d07m13.61s,-52.1204471,324.6830000
KELT-16 b,KELT-16,1,Transit,2017,Published Confirmed,0.96899510,15.861,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h57m04.45s,314.2685227,+31d39m39.67s,31.6610186,444.5860000
KELT-17 b,KELT-17,1,Transit,2016,Published Confirmed,3.08017160,17.094,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h22m28.18s,125.6174070,+13d44m07.11s,13.7353093,226.5000000
KELT-18 b,KELT-18,1,Transit,2017,Published Confirmed,2.87175180,17.598,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h26m05.72s,216.5238248,+59d26m39.38s,59.4442735,321.3760000
KELT-19 A b,KELT-19 A,1,Transit,2017,Published Confirmed,4.61170930,21.409,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h26m02.29s,111.5095293,+07d36m56.79s,7.6157759,300.2760000
KELT-2 A b,KELT-2 A,1,Transit,2012,Published Confirmed,4.11379000,15.132,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m39.37s,92.6640226,+30d57m25.68s,30.9571333,134.0580000
KELT-20 b,KELT-20,1,Transit,2017,Published Confirmed,3.47410850,19.515,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m38.74s,294.6614126,+31d13m09.12s,31.2192001,136.4260000
KELT-21 b,KELT-21,1,Transit,2018,Published Confirmed,3.61276470,17.777,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h19m12.01s,304.8000322,+32d34m51.76s,32.5810446,470.8780000
KELT-23 A b,KELT-23 A,1,Transit,2019,Published Confirmed,2.25525100,14.830,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h28m35.19s,232.1466406,+66d21m31.35s,66.3587097,126.2610000
KELT-24 b,KELT-24,1,Transit,2019,Published Confirmed,5.55149296,12.711,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m38.17s,161.9090273,+71d39m20.62s,71.6557270,96.5173000
KELT-3 b,KELT-3,1,Transit,2013,Published Confirmed,2.70339000,17.486,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,210.2520000
KELT-4 A b,KELT-4 A,1,Transit,2016,Published Confirmed,2.98959320,19.044,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m15.03s,157.0626200,+25d34m23.29s,25.5731366,218.0500000
KELT-6 b,KELT-6,1,Transit,2014,Published Confirmed,7.84570000,14.572,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h03m55.64s,195.9818362,+30d38m24.52s,30.6401450,240.7260000
KELT-7 b,KELT-7,1,Transit,2015,Published Confirmed,2.73477000,17.934,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.6810000
KELT-8 b,KELT-8,1,Transit,2015,Published Confirmed,3.24406000,18.159,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.5720000
KELT-9 b,KELT-9,1,Transit,2017,Published Confirmed,1.48112350,21.196,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h31m26.38s,307.8598998,+39d56m20.10s,39.9389161,204.4550000
KIC 10525077 b,KIC 10525077,1,Transit,2015,Published Confirmed,854.08300000,5.500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m30.75s,287.3781164,+47d46m16.15s,47.7711541,1461.1500000
KIC 3558849 b,KIC 3558849,1,Transit,2015,Published Confirmed,1322.30000000,6.900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m47.96s,294.9498381,+38d36m18.67s,38.6051867,1215.7000000
Kepler-460 c,KIC 5437945,1,Transit,2016,Published Confirmed,220.13033570,5.520,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.0100000
KIC 5437945 b,KIC 5437945,1,Transit,2015,Published Confirmed,440.78130000,6.400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.0100000
Kepler-458 c,KIC 9663113,1,Transit,2016,Published Confirmed,20.74028413,4.200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.7400000
KIC 9663113 b,KIC 9663113,1,Transit,2015,Published Confirmed,572.38470000,4.600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.7400000
KOI-12 b,KOI-12,1,Transit,2015,Published Confirmed,17.85518200,13.787,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.3980000
KOI-1257 b,KOI-1257,1,Transit,2014,Published Confirmed,86.64766100,10.540,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,
KOI-13 b,KOI-13,1,Transit,2011,Published Confirmed,1.76358800,16.948,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.0960000
KOI-142 b,KOI-142,1,Transit,2013,Published Confirmed,10.91647000,3.438,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,376.8630000
KOI-1599.01,KOI-1599,1,Transit,2019,Published Confirmed,20.44150000,1.900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.6400000
KOI-1599.02,KOI-1599,1,Transit,2019,Published Confirmed,13.60880000,1.900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.6400000
KOI-1783.02,KOI-1783,1,Transit,2020,Published Confirmed,284.21500000,5.440,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m21.95s,289.3414629,+46d59m17.36s,46.9881550,865.7300000
KOI-1783.01,KOI-1783,1,Transit,2020,Published Confirmed,134.46280000,8.860,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m21.95s,289.3414629,+46d59m17.36s,46.9881550,865.7300000
KOI-217 b,KOI-217,1,Transit,2010,Published Confirmed,3.90512000,12.442,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m27.71s,294.8654667,+46d17m08.93s,46.2858128,914.6990000
KOI-2513.01,KOI-2513,1,Transit,2023,Published Confirmed,19.00547000,2.802,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m40.53s,293.6688776,+46d22m45.24s,46.3792321,1369.8700000
KOI-3503 b,KOI-3503,1,Transit,2021,Published Confirmed,21.18500000,1.190,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,887.0640000
KOI-3503 c,KOI-3503,1,Transit,2021,Published Confirmed,31.82800000,1.210,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,887.0640000
KOI-351 c,KOI-351,1,Transit,2013,Published Confirmed,8.71937500,1.190,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000
KOI-351 b,KOI-351,1,Transit,2013,Published Confirmed,7.00815100,1.310,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000
Kepler-90 i,KOI-351,1,Transit,2017,Published Confirmed,14.44912000,1.320,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000
KOI-351 e,KOI-351,1,Transit,2013,Published Confirmed,91.93913000,2.660,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000
KOI-351 d,KOI-351,1,Transit,2013,Published Confirmed,59.73667000,2.870,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000
KOI-351 f,KOI-351,1,Transit,2013,Published Confirmed,124.91440000,2.880,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000
KOI-351 g,KOI-351,1,Transit,2013,Published Confirmed,210.60697000,8.100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000
KOI-351 h,KOI-351,1,Transit,2013,Published Confirmed,331.60059000,11.300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.2540000
KOI-3680 b,KOI-3680,1,Transit,2018,Published Confirmed,141.24167100,11.097,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m07.57s,293.2815266,+45d18m34.77s,45.3096572,921.9860000
KOI-4777.01,KOI-4777,1,Transit,2014,Published Confirmed,0.41200000,0.510,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m02.92s,287.2621474,+42d01m56.01s,42.0322257,172.2450000
KOI-55 b,KOI-55,1,Orbital Brightness Modulation,2011,Published Confirmed,0.24010400,0.759,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.0200000
KOI-55 c,KOI-55,1,Orbital Brightness Modulation,2011,Published Confirmed,0.34288700,0.867,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.0200000
KOI-7368 b,KOI-7368,1,Transit,2022,Published Confirmed,6.84303440,2.220,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m47.43s,293.9476365,+48d03m54.93s,48.0652589,264.9950000
KIC 8540376 c,KOI-7892,1,Transit,2015,Published Confirmed,75.20000000,2.400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m30.61s,282.3775397,+44d41m40.45s,44.6945690,1072.3000000
Kepler-457 d,KOI-7892,1,Transit,2021,Published Confirmed,10.69060040,2.985,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m30.61s,282.3775397,+44d41m40.45s,44.6945690,1072.3000000
KIC 8540376 b,KOI-7892,1,Transit,2015,Published Confirmed,31.80990000,4.100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m30.61s,282.3775397,+44d41m40.45s,44.6945690,1072.3000000
KOI-7913 b,KOI-7913 A,1,Transit,2022,Published Confirmed,24.27855300,2.340,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m59.65s,286.7485252,+45d09m31.40s,45.1587234,271.2770000
KOI-94 b,KOI-94,1,Transit,2013,Published Confirmed,3.74320800,1.710,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.0520000
